location,LON,LAT,YEAR,MM,DD,DOY,date,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,PRECTOT,PS,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,TS,WS10M
DEH1,-75.43309,38.67121,2019,6,24,175,2019-06-24,33.53,26.91,41.63,0.07,101.15,83.13,23.08,20.09,20.05,26.21,19.07,22.89,4.43
DEH1,-75.43309,38.67121,2019,6,25,176,2019-06-25,35.33,20.51,41.61,1.59,101.03,84.11,24.83,21.99,21.96,27.56,22.37,24.17,3.91
DEH1,-75.43309,38.67121,2019,6,26,177,2019-06-26,32.05,28.29,41.59,0,101.63,73.21,25.37,20.33,20.22,28.81,21.55,24.73,3.25
DEH1,-75.43309,38.67121,2019,6,27,178,2019-06-27,32.79,27.99,41.57,0.07,101.93,71.41,26.26,20.79,20.62,29.72,22.37,25.27,2.44
DEH1,-75.43309,38.67121,2019,6,28,179,2019-06-28,34.95,26.35,41.55,0.19,101.96,74.02,26.32,21.42,21.29,29.72,23.19,26.09,2.45
DEH1,-75.43309,38.67121,2019,6,29,180,2019-06-29,35.28,27.15,41.52,8.11,101.54,77.42,26.67,22.47,22.39,30.12,23.66,26.15,3.87
DEH1,-75.43309,38.67121,2019,6,30,181,2019-06-30,33.53,27.8,41.49,0.87,100.93,74.97,25.91,21.23,21.07,29.21,22.25,25.57,5.15
DEH1,-75.43309,38.67121,2019,7,1,182,2019-07-01,29.92,27.78,41.46,0,101.3,65.6,23.5,16.8,16.66,26.89,19.77,24.43,2.83
DEH1,-75.43309,38.67121,2019,7,2,183,2019-07-02,33.55,27.89,41.42,1.61,101.08,68.48,25.61,19.5,19.29,30.06,20.13,25.35,4.38
DEH1,-75.43309,38.67121,2019,7,3,184,2019-07-03,36.21,26.87,41.39,1.59,101.07,78.48,26.68,22.71,22.63,29.98,23.14,26.44,2.26
DEH1,-75.43309,38.67121,2019,7,4,185,2019-07-04,36.54,19.93,41.35,2.1,101.59,82.34,26.78,23.56,23.51,29.18,24.7,26.82,2.57
DEH1,-75.43309,38.67121,2019,7,5,186,2019-07-05,36.09,25.51,41.3,1.57,101.78,84.48,26.74,23.94,23.91,29.62,24.13,26.97,3.46
DEH1,-75.43309,38.67121,2019,7,6,187,2019-07-06,37.04,25.54,41.26,12,101.29,83.91,27.2,24.28,24.25,29.77,24.98,27.13,4.03
DEH1,-75.43309,38.67121,2019,7,7,188,2019-07-07,37.67,16,41.21,3.05,101.06,85.17,26.12,23.45,23.44,29.03,23.99,26.72,2.83
DEH1,-75.43309,38.67121,2019,7,8,189,2019-07-08,35.19,2.07,41.15,23.78,101.26,85.31,22.72,20.14,19.99,23.96,21.29,23.21,6.44
DEH1,-75.43309,38.67121,2019,7,9,190,2019-07-09,31.7,27.22,41.1,0,101.69,74.47,24.02,19.29,19.19,27.25,20.65,24.5,2.77
DEH1,-75.43309,38.67121,2019,7,10,191,2019-07-10,32.26,26.14,41.04,0,101.67,73.26,24.73,19.72,19.61,28.3,21.11,25.02,3.33
DEH1,-75.43309,38.67121,2019,7,11,192,2019-07-11,35.81,25.87,40.98,20.15,101.1,84.34,25.8,22.98,22.9,29.22,21.95,25.91,4.44
DEH1,-75.43309,38.67121,2019,7,12,193,2019-07-12,34.78,26.95,40.92,1.51,100.81,79.41,26.33,22.55,22.48,29.76,23.45,25.97,4.16
DEH1,-75.43309,38.67121,2019,7,13,194,2019-07-13,32.32,27.95,40.85,0,101.29,71.37,25.91,20.44,20.29,29.39,22.14,25.72,2.44
DEH1,-75.43309,38.67121,2019,7,14,195,2019-07-14,34.65,27.06,40.78,0.19,101.39,74.87,27.07,22.33,22.2,30.98,22.5,26.51,3.56
DEH1,-75.43309,38.67121,2019,7,15,196,2019-07-15,32.16,27.55,40.71,0.01,101.68,66.62,25.87,19.31,19.04,28.89,22.26,26.07,2.25
DEH1,-75.43309,38.67121,2019,7,16,197,2019-07-16,35.82,26.67,40.63,0.66,101.72,76.24,26.79,22.35,22.13,30.24,22.36,26.89,3.6
DEH1,-75.43309,38.67121,2019,7,17,198,2019-07-17,37.65,25.86,40.56,6.2,101.35,77.6,28.36,24.15,24.02,32.07,25.39,28,4.74
DEH1,-75.43309,38.67121,2019,7,18,199,2019-07-18,38.02,25.89,40.47,4.47,101.09,79,28.24,24.33,24.25,31.53,25.26,28,3.56
DEH1,-75.43309,38.67121,2019,7,19,200,2019-07-19,36.32,25.77,40.39,0.63,101.2,72.97,28.62,23.41,23.27,31.96,25.09,28.38,2.7
DEH1,-75.43309,38.67121,2019,7,20,201,2019-07-20,36.91,26.36,40.3,0.12,101.1,73.13,29.7,24.5,24.34,33.3,25.97,29.21,3.36
DEH1,-75.43309,38.67121,2019,7,21,202,2019-07-21,37.27,26.17,40.21,0.3,100.99,70.84,29.96,24.22,24.04,33.67,26.23,29.3,3.48
DEH1,-75.43309,38.67121,2019,7,22,203,2019-07-22,36.58,26.08,40.12,2.24,100.84,74.78,29.03,24.21,24.06,32.75,26.05,28.7,4.58
DEH1,-75.43309,38.67121,2019,7,23,204,2019-07-23,37.26,7.81,40.02,20.85,100.92,86.03,24.02,21.55,21.48,26.01,21.64,25.09,5.02
DEH1,-75.43309,38.67121,2019,7,24,205,2019-07-24,32.47,25.75,39.92,3.95,101.22,75.27,23.78,19.23,19.12,26.99,20.7,24.73,5.41
DEH1,-75.43309,38.67121,2019,7,25,206,2019-07-25,31.22,24.53,39.81,0,101.82,70.91,24.52,19,18.86,28.17,20.5,25.04,2.55
DEH1,-75.43309,38.67121,2019,7,26,207,2019-07-26,31.07,24.48,39.71,0,102.33,64.78,24.8,17.85,17.7,28.11,21.72,25.02,1.84
DEH1,-75.43309,38.67121,2019,7,27,208,2019-07-27,31.32,25.95,39.6,0.01,102.29,65.55,25.04,18.26,18.11,28.41,22.05,25.39,2.46
DEH1,-75.43309,38.67121,2019,7,28,209,2019-07-28,32.4,26.51,39.49,0,101.93,66.5,26.08,19.48,19.31,30.38,21.81,26.12,4.21
DEH1,-75.43309,38.67121,2019,7,29,210,2019-07-29,33.86,25.72,39.37,0.01,101.59,69.01,26.77,20.74,20.56,31.02,23.13,26.77,4.5
DEH1,-75.43309,38.67121,2019,7,30,211,2019-07-30,32.73,26.45,39.25,0.01,101.55,69.22,26.81,20.83,20.57,31.13,23.5,26.75,4.98
DEH1,-75.43309,38.67121,2019,7,31,212,2019-07-31,34.64,23.71,39.13,6.54,101.61,78.2,25.3,21.3,21.21,29.38,22.92,25.63,3.71
DEH1,-75.43309,38.67121,2019,8,1,213,2019-08-01,34.82,25.37,39.01,4.1,101.74,74.7,25.53,20.8,20.68,29.09,22.78,26.32,2.32
DEH1,-75.43309,38.67121,2019,8,2,214,2019-08-02,34.72,11.01,38.88,1.89,101.82,82.01,24.67,21.43,21.39,26.76,22.88,24.94,2.57
DEH1,-75.43309,38.67121,2019,8,3,215,2019-08-03,34.42,23.78,38.75,1.91,101.5,76.7,25.64,21.32,21.23,28.93,22.78,26.2,2.21
DEH1,-75.43309,38.67121,2019,8,4,216,2019-08-04,34.91,21.02,38.61,2.04,101.23,72.24,26.68,21.38,21.25,30.66,22.69,26.91,2.41
DEH1,-75.43309,38.67121,2019,8,5,217,2019-08-05,35.62,17.18,38.48,2.18,101.31,76.04,25.89,21.43,21.32,29.25,23.33,26.24,1.81
DEH1,-75.43309,38.67121,2019,8,6,218,2019-08-06,34.81,23.28,38.34,1.93,101.06,72.44,26.06,20.83,20.71,29.36,23.2,26.76,2.17
DEH1,-75.43309,38.67121,2019,8,7,219,2019-08-07,35.01,23.18,38.19,12.57,100.89,80.49,26.33,22.77,22.7,30.3,23.66,26.44,5.79
DEH1,-75.43309,38.67121,2019,8,8,220,2019-08-08,33.91,24.76,38.05,0.46,100.73,70.39,26.05,20.36,20.17,30.16,22.03,26.08,3.26
DEH1,-75.43309,38.67121,2019,8,9,221,2019-08-09,33.66,23.63,37.9,0.46,100.77,67.62,26.22,19.89,19.69,30.06,23.03,26.21,2.95
DEH1,-75.43309,38.67121,2019,8,10,222,2019-08-10,30.65,19.75,37.75,0.02,101.1,59.51,23.83,15.58,15.24,26.83,20.32,23.93,3.74
DEH1,-75.43309,38.67121,2019,8,11,223,2019-08-11,30.77,24.64,37.59,0,101.51,62.59,24.34,16.86,16.59,27.91,20.35,24.81,1.85
DEH1,-75.43309,38.67121,2019,8,12,224,2019-08-12,32.76,25.11,37.43,0,101.41,63.85,25.19,17.98,17.75,29.52,20.47,25.42,3.61
DEH1,-75.43309,38.67121,2019,8,13,225,2019-08-13,37.12,7.58,37.27,8.36,100.92,81.76,25.84,22.53,22.47,28.52,23.74,25.61,5.43
DEH1,-75.43309,38.67121,2019,8,14,226,2019-08-14,36.7,20.3,37.1,7.83,100.83,87.84,25.49,23.34,23.34,28.15,23.05,25.61,1.85
DEH1,-75.43309,38.67121,2019,8,15,227,2019-08-15,35.87,19.02,36.94,0.59,101.36,83.87,24.55,21.67,21.64,27.47,22.63,25.08,4
DEH1,-75.43309,38.67121,2019,8,16,228,2019-08-16,35.71,20.27,36.76,0.56,101.46,82.69,25.54,22.42,22.39,28.43,22.78,26.02,2.96
DEH1,-75.43309,38.67121,2019,8,17,229,2019-08-17,36.17,22.3,36.59,2.02,101.41,79.82,27.02,23.3,23.22,30.57,24.11,27.4,1.9
DEH1,-75.43309,38.67121,2019,8,18,230,2019-08-18,35.71,20.79,36.41,0.79,101.48,83.18,26.59,23.54,23.47,29.7,24.49,26.73,2.72
DEH1,-75.43309,38.67121,2019,8,19,231,2019-08-19,35.69,23.81,36.23,1.37,101.47,75.06,27.9,23.17,23.03,32.13,23.84,27.96,2.85
DEH1,-75.43309,38.67121,2019,8,20,232,2019-08-20,36.29,21.87,36.05,2.18,101.64,82.97,26.95,23.85,23.8,29.41,24.75,26.9,2.42
DEH1,-75.43309,38.67121,2019,8,21,233,2019-08-21,37.32,21.02,35.86,6.12,101.33,80.82,27.08,23.56,23.49,30.91,24.33,27.13,5.12
DEH1,-75.43309,38.67121,2019,8,22,234,2019-08-22,35.95,23.44,35.67,0.67,101.18,73.54,27.73,22.68,22.49,31.82,24.55,27.65,4.03
DEH1,-75.43309,38.67121,2019,8,23,235,2019-08-23,36.84,9.4,35.47,28.92,101.41,86.07,23.95,21.49,21.4,26.78,21.19,24.74,4.74
DEH1,-75.43309,38.67121,2019,8,24,236,2019-08-24,31.93,18.58,35.28,0.27,101.92,69.35,22.04,16.27,16.11,24.98,19.33,23.1,5.64
DEH1,-75.43309,38.67121,2019,8,25,237,2019-08-25,30.4,18.99,35.08,0.2,102.07,72,21.6,16.42,16.3,24.31,19.1,22.52,7.21
DEH1,-75.43309,38.67121,2019,8,26,238,2019-08-26,32.81,14.88,34.87,0.39,101.93,77.66,21.47,17.47,17.41,23.82,19.78,22.55,6.63
DEH1,-75.43309,38.67121,2019,8,27,239,2019-08-27,34.84,14.16,34.67,0.14,101.55,80.42,22.67,19.17,19.11,25.5,20.41,23.31,4.3
DEH1,-75.43309,38.67121,2019,8,28,240,2019-08-28,35.83,13.74,34.46,0.42,101.02,84.33,24.53,21.74,21.71,27.45,21.91,24.76,2.46
DEH1,-75.43309,38.67121,2019,8,29,241,2019-08-29,29.35,23.72,34.25,0.02,101.31,64.34,23.87,16.85,16.5,27.61,20.5,23.68,4.4
DEH1,-75.43309,38.67121,2019,8,30,242,2019-08-30,30.04,22.78,34.07,0,101.72,67.32,23.97,17.66,17.38,28.99,18.95,23.97,4.03
DEH1,-75.43309,38.67121,2019,8,31,243,2019-08-31,32.81,21.87,33.89,0.02,102.09,77.67,24.41,20.32,20.22,28.55,21.23,24.94,3.6
DEH1,-75.43309,38.67121,2019,9,1,244,2019-09-01,32.48,20.98,33.71,0.01,102.3,72.39,23.92,18.75,18.58,27.29,21.37,24.38,5.15
DEH1,-75.43309,38.67121,2019,9,2,245,2019-09-02,34.04,22.12,33.52,2.46,101.66,75.62,25.39,20.86,20.74,29.33,22.21,25.43,3.67
DEH1,-75.43309,38.67121,2019,9,3,246,2019-09-03,33.27,21.9,33.34,5.52,101.55,79.14,24.13,20.35,20.28,27.58,21.57,24.96,3.24
DEH1,-75.43309,38.67121,2019,9,4,247,2019-09-04,34.35,20.64,33.15,0.8,101.37,78.56,25.76,21.82,21.72,30.22,21.36,25.7,4.81
DEH1,-75.43309,38.67121,2019,9,5,248,2019-09-05,35.58,10.61,32.96,2.95,101.49,85.94,22.96,20.5,20.39,24.36,21.66,23.34,5.6
DEH1,-75.43309,38.67121,2019,9,6,249,2019-09-06,35.07,3.16,32.76,10.98,100.79,89.93,20.66,18.94,18.82,22.69,16.85,21.61,9.56
DEH1,-75.43309,38.67121,2019,9,7,250,2019-09-07,30.56,22.36,32.57,0,101.02,68.74,21.51,15.62,15.48,26.57,16.35,22.39,4.04
DEH1,-75.43309,38.67121,2019,9,8,251,2019-09-08,32.21,19.91,32.37,0.14,101.64,72.88,22.87,17.85,17.63,27.24,18.96,23.47,2.3
DEH1,-75.43309,38.67121,2019,9,9,252,2019-09-09,33.97,16.99,32.17,0.02,102.12,74.54,23.51,18.81,18.6,27.23,20.83,23.94,2.53
DEH1,-75.43309,38.67121,2019,9,10,253,2019-09-10,31.88,21.15,31.97,0.01,102.49,75.21,23.36,18.81,18.68,27.1,20.06,23.87,3.55
DEH1,-75.43309,38.67121,2019,9,11,254,2019-09-11,33.72,NA,NA,0.08,102.1,75.84,24.85,20.38,20.29,29.42,20.77,24.97,4.62
DEH1,-75.43309,38.67121,2019,9,12,255,2019-09-12,36.04,20.32,31.55,0.84,101.71,73.78,26.54,21.58,21.42,32.24,22.15,26.35,3.94
GAH1,-83.55516,31.50521,2019,3,28,87,2019-03-28,24.14,24.09,33.69,0,101.42,65.47,13.09,6.83,6.54,20.94,4.14,12.54,2.56
GAH1,-83.55516,31.50521,2019,3,29,88,2019-03-29,26.58,22.3,33.87,0,100.99,76.13,15.47,11.34,11.16,22.67,7.86,15.38,2.17
GAH1,-83.55516,31.50521,2019,3,30,89,2019-03-30,29.6,19.33,34.05,0,100.51,81.89,17.73,14.62,14.56,23.93,11.66,17.59,4.1
GAH1,-83.55516,31.50521,2019,3,31,90,2019-03-31,30.68,10.77,34.22,0.38,100.53,83.47,12.99,10.26,9.78,16.8,7.7,12.93,5.25
GAH1,-83.55516,31.50521,2019,4,1,91,2019-04-01,29.23,13.42,34.39,0.14,100.89,70,11.04,5.84,5.63,17.23,5.74,11.51,4.96
GAH1,-83.55516,31.50521,2019,4,2,92,2019-04-02,27.68,19.06,34.56,3.44,100.82,74.45,12.76,8.38,8.33,18.3,6.68,12.74,2.52
GAH1,-83.55516,31.50521,2019,4,3,93,2019-04-03,25.39,24.31,34.72,0,101.39,67.01,14.54,8.56,8.48,21.12,7.96,13.69,1.94
GAH1,-83.55516,31.50521,2019,4,4,94,2019-04-04,28.92,23.02,34.89,1.48,101.18,79.76,16.44,12.97,12.75,23.25,8.86,16.46,4.08
GAH1,-83.55516,31.50521,2019,4,5,95,2019-04-05,32.93,15,35.05,6.14,100.61,85.81,19.59,17.16,17.05,24.97,14.45,19.49,3.87
GAH1,-83.55516,31.50521,2019,4,6,96,2019-04-06,33.81,13.18,35.21,11.9,100.76,90.54,20.9,19.28,19.27,24.96,17.47,20.77,2.55
GAH1,-83.55516,31.50521,2019,4,7,97,2019-04-07,33.29,16.29,35.36,0.79,100.83,87.28,21.23,19.04,19,26.28,16.2,21.12,2.42
GAH1,-83.55516,31.50521,2019,4,8,98,2019-04-08,33.65,11.7,35.52,8,100.29,93.23,21.02,19.87,19.89,23.9,18.35,20.72,4.32
GAH1,-83.55516,31.50521,2019,4,9,99,2019-04-09,33.29,15.58,35.67,6.74,99.61,84.98,21.26,18.64,18.64,25.47,17.82,21.32,3.67
GAH1,-83.55516,31.50521,2019,4,10,100,2019-04-10,31.25,23.55,35.82,0.49,99.73,80.6,21.07,17.64,17.59,26.69,15.47,21.1,2.59
GAH1,-83.55516,31.50521,2019,4,11,101,2019-04-11,31.78,21.34,35.96,0.11,100.08,82.43,21.68,18.59,18.53,27.22,15.1,21.76,4.66
GAH1,-83.55516,31.50521,2019,4,12,102,2019-04-12,32.13,18.42,36.11,0.5,100.34,81.18,22.15,18.81,18.78,26.57,17.8,22.1,2.93
GAH1,-83.55516,31.50521,2019,4,13,103,2019-04-13,32.03,18.86,36.25,0.11,100.27,85.66,21.52,19.02,18.97,25.92,16.96,21.14,2.95
GAH1,-83.55516,31.50521,2019,4,14,104,2019-04-14,32.94,5.64,36.39,14.76,99.67,90.9,21.26,19.7,19.41,25.25,12.35,20.82,8.26
GAH1,-83.55516,31.50521,2019,4,15,105,2019-04-15,23.83,27.21,36.52,0.01,100.62,67.51,13.56,7.73,7.62,20.16,7.93,13.81,5.5
GAH1,-83.55516,31.50521,2019,4,16,106,2019-04-16,25.56,27.03,36.65,0,101.03,65.49,16.13,9.75,9.52,23.81,7.22,15.88,3.1
GAH1,-83.55516,31.50521,2019,4,17,107,2019-04-17,28.59,23.36,36.78,0,100.71,79.04,18.4,14.74,14.66,24.5,11.86,17.98,2.72
GAH1,-83.55516,31.50521,2019,4,18,108,2019-04-18,31.39,21.46,36.91,0.1,100.13,78.9,20.9,17.15,17.09,26.61,15.8,20.89,4.77
GAH1,-83.55516,31.50521,2019,4,19,109,2019-04-19,30.98,14.49,37.03,16.84,99.24,84.67,18.07,15.46,14.83,22.85,9.99,17.81,8.67
GAH1,-83.55516,31.50521,2019,4,20,110,2019-04-20,27.07,24.16,37.16,0.08,99.98,71.18,13.01,7.97,7.93,18.93,7.85,13.04,5.85
GAH1,-83.55516,31.50521,2019,4,21,111,2019-04-21,25.12,27.6,37.27,0,100.74,62.53,15.15,8.12,8.03,22,6.99,14.5,3.53
GAH1,-83.55516,31.50521,2019,4,22,112,2019-04-22,26.14,27.61,37.41,0,100.92,55.68,18.9,9.91,9.8,25.87,8.78,17.37,1.77
GAH1,-83.55516,31.50521,2019,4,23,113,2019-04-23,29.31,24.96,37.55,0.01,100.68,65,20.66,13.95,13.65,27.43,13.92,19.87,2.42
GAH1,-83.55516,31.50521,2019,4,24,114,2019-04-24,30.1,21.11,37.69,0,100.42,75.78,19.78,15.45,15.39,25.06,15.56,19.55,3.26
GAH1,-83.55516,31.50521,2019,4,25,115,2019-04-25,31.54,15.54,37.83,4.62,100.16,80.47,19.6,16.19,16.08,24.68,13.75,19.45,3.7
GAH1,-83.55516,31.50521,2019,4,26,116,2019-04-26,30.57,18.89,37.96,2.86,99.97,76.14,19.74,15.48,15.19,24.88,12.73,19.73,5.75
GAH1,-83.55516,31.50521,2019,4,27,117,2019-04-27,25.12,28.38,38.09,0,100.46,62.33,17.32,10.14,10.02,24.61,10.07,17.59,3.07
GAH1,-83.55516,31.50521,2019,4,28,118,2019-04-28,27.11,27.63,38.22,0,100.59,64.51,18.89,12.15,11.99,25.98,9.97,18.63,2.32
GAH1,-83.55516,31.50521,2019,4,29,119,2019-04-29,29.66,27,38.35,0,100.93,61.86,22.4,14.84,14.58,28.92,15.55,21.27,2.39
GAH1,-83.55516,31.50521,2019,4,30,120,2019-04-30,30.32,26.79,38.47,0,101.05,73.25,22.7,17.75,17.62,29.32,14.61,22.93,3.09
GAH1,-83.55516,31.50521,2019,5,1,121,2019-05-01,32.02,24.38,38.59,0,101.04,72.81,24,18.92,18.81,29.62,18.15,24.33,3.21
GAH1,-83.55516,31.50521,2019,5,2,122,2019-05-02,33.57,16.08,38.71,2.41,100.82,80.05,22.59,19.02,18.96,27.37,17.03,22.82,2.66
GAH1,-83.55516,31.50521,2019,5,3,123,2019-05-03,34.84,14.99,38.82,0.18,100.33,79.2,23.6,19.85,19.8,27.94,18.54,24.02,1.69
GAH1,-83.55516,31.50521,2019,5,4,124,2019-05-04,34.96,21.52,38.93,9.42,100.01,80.99,23.88,20.46,20.42,28.56,19.85,23.99,4.59
GAH1,-83.55516,31.50521,2019,5,5,125,2019-05-05,34.01,18.76,39.04,2.39,99.8,80.33,23.44,19.91,19.86,27.96,19.43,23.67,5.02
GAH1,-83.55516,31.50521,2019,5,6,126,2019-05-06,28.97,27.97,39.15,0.04,100.36,63.25,22.39,15.18,15.04,27.62,16.63,22.16,2.54
GAH1,-83.55516,31.50521,2019,5,7,127,2019-05-07,30,27.5,39.25,0,100.61,55.65,23.89,14.58,14.44,29.85,16.82,23.16,1.43
GAH1,-83.55516,31.50521,2019,5,8,128,2019-05-08,32.96,24.01,39.35,0.01,100.53,67.05,24.46,18.07,17.95,30.57,18.02,24.84,4.03
GAH1,-83.55516,31.50521,2019,5,9,129,2019-05-09,33.82,25.97,39.45,7.62,100.45,68.62,24.78,18.74,18.56,30.81,18.97,25.41,3.17
GAH1,-83.55516,31.50521,2019,5,10,130,2019-05-10,35.25,20.87,39.54,6.93,100.45,80.55,24.3,20.79,20.75,29.02,20.08,24.8,2.14
GAH1,-83.55516,31.50521,2019,5,11,131,2019-05-11,35.27,21.01,39.63,10.69,100.22,84.26,23.67,20.88,20.84,27.17,19.72,23.63,3.64
GAH1,-83.55516,31.50521,2019,5,12,132,2019-05-12,34.4,7.62,39.72,10.8,99.79,90.31,23.13,21.45,21.47,25.86,21.13,22.93,5.36
GAH1,-83.55516,31.50521,2019,5,13,133,2019-05-13,33.83,17.4,39.81,0.75,99.92,75.66,22.01,17.59,17.37,27.04,15.54,22.34,3.99
GAH1,-83.55516,31.50521,2019,5,14,134,2019-05-14,27.11,28.64,39.89,0,100.31,65.09,18.64,12.05,11.96,24.79,12.71,19.21,3.42
GAH1,-83.55516,31.50521,2019,5,15,135,2019-05-15,27.74,28.61,39.97,0,100.43,60.85,19.95,12.26,12.16,26.83,11.02,20.42,1.81
GAH1,-83.55516,31.50521,2019,5,16,136,2019-05-16,31.01,27.14,40.05,0.15,100.45,64.74,23.24,16.35,16.08,28.91,16.92,23.27,1.88
GAH1,-83.55516,31.50521,2019,5,17,137,2019-05-17,33.35,25.27,40.13,2.93,100.38,68.83,24.87,18.87,18.74,30.94,18.6,25.3,2.88
GAH1,-83.55516,31.50521,2019,5,18,138,2019-05-18,33.51,25.89,40.2,0.03,100.41,63.26,26.25,18.85,18.71,31.89,18.91,26.84,1.84
GAH1,-83.55516,31.50521,2019,5,19,139,2019-05-19,32.17,27,40.27,0,100.41,59.42,26.12,17.71,17.55,32.02,19.69,26.53,2.23
GAH1,-83.55516,31.50521,2019,5,20,140,2019-05-20,33.09,26.73,40.34,0,100.4,61.54,26.1,18.26,18.13,31.9,19.64,26.57,2.57
GAH1,-83.55516,31.50521,2019,5,21,141,2019-05-21,34.37,25.39,40.4,0,100.21,55.23,27.76,18.07,17.95,33.8,20.92,28.12,1.79
GAH1,-83.55516,31.50521,2019,5,22,142,2019-05-22,34.71,24.1,40.47,0,100.64,53.33,28.16,17.88,17.72,34.51,21.3,29.16,2.13
GAH1,-83.55516,31.50521,2019,5,23,143,2019-05-23,33.61,26.66,40.53,0,100.96,57.42,27.51,18.47,18.33,34.22,20.48,28.68,2.94
GAH1,-83.55516,31.50521,2019,5,24,144,2019-05-24,31.56,28.68,40.58,0,100.83,50.3,27.75,16.54,16.43,35.21,18.91,28.81,1.6
GAH1,-83.55516,31.50521,2019,5,25,145,2019-05-25,33.57,27.5,40.64,0,100.76,46.93,29.91,17.41,17.32,36.37,22.63,30.46,1.05
GAH1,-83.55516,31.50521,2019,5,26,146,2019-05-26,35.29,26.24,40.69,0,100.69,49.47,30.79,19.08,18.95,37.15,23.98,31.71,1.26
GAH1,-83.55516,31.50521,2019,5,27,147,2019-05-27,35.47,25.09,40.74,0.14,100.4,52.59,30.3,19.64,19.51,37.17,23.1,31.57,2.68
GAH1,-83.55516,31.50521,2019,5,28,148,2019-05-28,34.5,27.32,40.79,0.28,100.19,50.76,29.59,18.39,18.24,37.26,23.13,30.62,3.25
GAH1,-83.55516,31.50521,2019,5,29,149,2019-05-29,35.57,25.32,40.83,0.01,100.12,48.88,30.19,18.33,18.22,37.37,21.81,31.63,2.73
GAH1,-83.55516,31.50521,2019,5,30,150,2019-05-30,33.99,27.31,40.87,0,100.12,49.53,29.43,17.85,17.62,36.31,21.87,30.77,4.46
GAH1,-83.55516,31.50521,2019,5,31,151,2019-05-31,35.6,23.22,40.91,0.03,100.07,61.45,28.31,20.33,20.13,33.44,24.25,28.83,4.29
GAH1,-83.55516,31.50521,2019,6,1,152,2019-06-01,33.36,27.72,40.95,0,99.97,45.26,28.61,15.63,15.49,36.28,20.9,30,3.14
GAH1,-83.55516,31.50521,2019,6,2,153,2019-06-02,32.71,28.16,40.99,0,99.97,46.19,28.31,15.68,15.55,35.72,20.62,29.69,3.13
GAH1,-83.55516,31.50521,2019,6,3,154,2019-06-03,34.69,25.88,41.02,0,100.17,47.56,29.67,17.41,17.26,37.14,22.07,31.2,2.69
GAH1,-83.55516,31.50521,2019,6,4,155,2019-06-04,35.45,27.35,41.05,0.16,100.37,40.1,29.91,14.87,14.67,37.88,22.04,31.27,2
GAH1,-83.55516,31.50521,2019,6,5,156,2019-06-05,36.68,18.2,41.08,3.74,100.3,62.21,28.77,20.96,20.75,34.34,23.95,29.51,2.96
GAH1,-83.55516,31.50521,2019,6,6,157,2019-06-06,38.03,9.42,41.11,6.86,100.05,76.34,25.94,21.55,21.46,29.18,23.21,26.38,3
GAH1,-83.55516,31.50521,2019,6,7,158,2019-06-07,37.02,19.25,41.14,8.79,99.72,77.62,26.52,22.37,22.29,31.01,22.88,26.74,4.87
GAH1,-83.55516,31.50521,2019,6,8,159,2019-06-08,36.78,19.51,41.16,15.25,99.75,85.21,26.03,23.38,23.37,29.13,23.86,26.02,5.1
GAH1,-83.55516,31.50521,2019,6,9,160,2019-06-09,37.09,5.1,41.18,22.14,99.97,88.4,25.67,23.61,23.63,28.76,23.58,25.58,4.56
GAH1,-83.55516,31.50521,2019,6,10,161,2019-06-10,36.58,18.25,41.2,9.16,100.16,83.2,25.59,22.57,22.53,28.38,22.69,25.57,1.76
GAH1,-83.55516,31.50521,2019,6,11,162,2019-06-11,37.23,23.33,41.22,5.77,100.21,77.19,26.35,22.12,22.05,31.74,21.9,27.15,2.59
GAH1,-83.55516,31.50521,2019,6,12,163,2019-06-12,36.54,8.86,41.23,9.7,100.04,80.97,25.42,21.96,21.91,28.96,22.33,26,1.65
GAH1,-83.55516,31.50521,2019,6,13,164,2019-06-13,32.66,19.94,41.24,0.15,100.32,61.38,24.58,16.78,16.5,30.36,19.13,24.96,3.9
GAH1,-83.55516,31.50521,2019,6,14,165,2019-06-14,29.98,29.24,41.26,0.02,100.77,52.64,24,13.79,13.64,31.07,16.53,24.95,3.11
GAH1,-83.55516,31.50521,2019,6,15,166,2019-06-15,32.93,25.78,41.26,0,100.71,58.41,25.88,17.22,17.06,32.57,17.92,27.06,2.75
GAH1,-83.55516,31.50521,2019,6,16,167,2019-06-16,35.41,24.02,41.27,0,100.48,67.7,27.3,20.94,20.8,32.67,21.42,28.53,2.08
GAH1,-83.55516,31.50521,2019,6,17,168,2019-06-17,36.29,25.43,41.27,1.61,100.45,68.19,27.51,21.26,21.13,32.33,22.87,28.36,2.97
GAH1,-83.55516,31.50521,2019,6,18,169,2019-06-18,36.59,22.13,41.28,6.34,100.3,76.26,26.52,22.09,22.01,31.42,22.47,27.37,2.58
GAH1,-83.55516,31.50521,2019,6,19,170,2019-06-19,36.79,18.75,41.28,6.12,100,74.15,27.31,22.41,22.3,32.23,23.01,27.77,4.62
GAH1,-83.55516,31.50521,2019,6,20,171,2019-06-20,36.58,25.1,41.27,6.16,99.99,70.54,28.6,22.85,22.69,34.03,24.13,28.92,6.12
