date,location,rainfall,temp,temp_min,temp_max,allsky_sfc_sw_dwn,ps,rh2m,t2mdew,t2mwet,ws2m,dnr,GDD,source_temp,source_rain
2019-06-14,DEH1,0.03,18.0035416666667,13,23.17,27.6,101.57,68.25,12.96,12.83,5.11,18.54,8.0035416666667,G2F,NASA
2019-06-15,DEH1,0,20.2420833333333,10.83,27.67,27.66,101.88,74.03,15.83,15.72,4.93,18.54,10.2420833333333,G2F,NASA
2019-06-16,DEH1,0.37,24.9644680851064,19.17,30.33,26.14,101.2,78.54,19.34,19.27,5.09,18.54,14.9644680851064,G2F,NASA
2019-06-17,DEH1,6.68,26.7660416666667,21,34.33,26.44,101.35,83.24,21.36,21.33,1.88,18.54,16.7660416666667,G2F,NASA
2019-06-18,DEH1,23.87,24.9379166666667,20.72,31.06,19.76,101.23,90.07,22.22,22.24,2.19,18.54,14.9379166666667,G2F,NASA
2019-06-19,DEH1,6.68,25.3714583333333,21.22,30.67,21.82,100.84,88.68,21.94,21.96,2.34,18.54,15.3714583333333,G2F,NASA
2019-06-20,DEH1,11.22,26.4560416666667,21.28,31.94,25.45,100.14,87.07,22.8,22.8,3.75,18.54,16.4560416666667,G2F,NASA
2019-06-21,DEH1,0.96,22.5340425531915,18.28,26.44,21.7,100.43,77.92,19.21,19.06,5.64,18.54,12.5340425531915,G2F,NASA
2019-06-22,DEH1,0.01,20.9847916666667,14.67,27.22,26.04,101.37,72.07,16.67,16.55,3.22,18.54,10.9847916666667,G2F,NASA
2019-06-23,DEH1,0,20.6810638297872,12.17,29,29.36,101.55,67.87,15.68,15.53,2.44,18.54,10.6810638297872,G2F,NASA
2019-06-24,DEH1,0.07,23.5434042553191,14.61,31.56,26.91,101.15,83.13,20.09,20.05,3.28,18.54,13.5434042553191,G2F,NASA
2019-06-25,DEH1,1.59,25.6383333333333,21.44,30.61,20.51,101.03,84.11,21.99,21.96,2.75,18.54,15.6383333333333,G2F,NASA
2019-06-26,DEH1,0,25.0655319148936,17.94,31.78,28.29,101.63,73.21,20.33,20.22,2.29,18.54,15.0655319148936,G2F,NASA
2019-06-27,DEH1,0.07,26.4175,19.17,34.22,27.99,101.93,71.41,20.79,20.62,1.7,18.54,16.4175,G2F,NASA
2019-06-28,DEH1,0.19,26.4395744680851,19.06,35.72,26.35,101.96,74.02,21.42,21.29,1.75,18.54,16.4395744680851,G2F,NASA
2019-06-29,DEH1,8.11,26.01625,21.11,34.22,27.15,101.54,77.42,22.47,22.39,2.79,18.54,16.01625,G2F,NASA
2019-06-30,DEH1,0.87,25.3454347826087,19.89,31.06,27.8,100.93,74.97,21.23,21.07,3.81,18.54,15.3454347826087,G2F,NASA
2019-07-01,DEH1,0,22.4159574468085,14.22,30.28,27.78,101.3,65.6,16.8,16.66,2.21,17.42,12.4159574468085,G2F,NASA
2019-07-02,DEH1,1.61,24.7897916666667,15.61,32.78,27.89,101.08,68.48,19.5,19.29,3.19,17.42,14.7897916666667,G2F,NASA
2019-07-03,DEH1,1.59,26.8441666666667,19.61,33.39,26.87,101.07,78.48,22.71,22.63,1.69,17.42,16.8441666666667,G2F,NASA
2019-07-04,DEH1,2.1,26.7823404255319,21.44,34.17,19.93,101.59,82.34,23.56,23.51,1.94,17.42,16.7823404255319,G2F,NASA
2019-07-05,DEH1,1.57,27.4964583333333,22.83,33,25.51,101.78,84.48,23.94,23.91,2.58,17.42,17.4964583333333,G2F,NASA
2019-07-06,DEH1,12,26.8423404255319,22.33,33.06,25.54,101.29,83.91,24.28,24.25,3,17.42,16.8423404255319,G2F,NASA
2019-07-07,DEH1,3.05,25.4689583333333,21.28,30.33,16,101.06,85.17,23.45,23.44,2.19,17.42,15.4689583333333,G2F,NASA
2019-07-08,DEH1,23.78,22.9354166666667,17.5,26.94,2.07,101.26,85.31,20.14,19.99,4.94,17.42,12.9354166666667,G2F,NASA
2019-07-09,DEH1,0,22.5942553191489,14.94,31.17,27.22,101.69,74.47,19.29,19.19,2.14,17.42,12.5942553191489,G2F,NASA
2019-07-10,DEH1,0,23.6904255319149,15.89,32.39,26.14,101.67,73.26,19.72,19.61,2.51,17.42,13.6904255319149,G2F,NASA
2019-07-11,DEH1,20.15,25.40375,17.33,32.89,25.87,101.1,84.34,22.98,22.9,3.32,17.42,15.40375,G2F,NASA
2019-07-12,DEH1,1.51,25.4759574468085,20.67,31.44,26.95,100.81,79.41,22.55,22.48,3,17.42,15.4759574468085,G2F,NASA
2019-07-13,DEH1,0,24.5804166666667,18.06,31.28,27.95,101.29,71.37,20.44,20.29,1.71,17.42,14.5804166666667,G2F,NASA
2019-07-14,DEH1,0.19,26.3697916666667,19.39,33.56,27.06,101.39,74.87,22.33,22.2,2.49,17.42,16.3697916666667,G2F,NASA
2019-07-15,DEH1,0.01,24.441914893617,17.28,32.06,27.55,101.68,66.62,19.31,19.04,1.73,17.42,14.441914893617,G2F,NASA
2019-07-16,DEH1,0.66,26.550625,18.5,35.61,26.67,101.72,76.24,22.35,22.13,2.7,17.42,16.550625,G2F,NASA
2019-07-17,DEH1,6.2,28.4468085106383,23.17,35.33,25.86,101.35,77.6,24.15,24.02,3.48,17.42,18.4468085106383,G2F,NASA
2019-07-18,DEH1,4.47,27.6814583333333,23,32.61,25.89,101.09,79,24.33,24.25,2.63,17.42,17.6814583333333,G2F,NASA
2019-07-19,DEH1,0.63,28.7514583333333,22.17,34.94,25.77,101.2,72.97,23.41,23.27,1.94,17.42,18.7514583333333,G2F,NASA
2019-07-20,DEH1,0.12,29.7163829787234,24.39,36.33,26.36,101.1,73.13,24.5,24.34,2.38,17.42,19.7163829787234,G2F,NASA
2019-07-21,DEH1,0.3,29.5470833333333,23.67,35.83,26.17,100.99,70.84,24.22,24.04,2.43,17.42,19.5470833333333,G2F,NASA
2019-07-22,DEH1,2.24,28.3763829787234,22.11,34.56,26.08,100.84,74.78,24.21,24.06,3.36,17.42,18.3763829787234,G2F,NASA
2019-07-23,DEH1,20.85,21.70625,19.17,24.06,7.81,100.92,86.03,21.55,21.48,3.9,17.42,11.70625,G2F,NASA
2019-07-24,DEH1,3.95,22.8729166666667,17.06,29.5,25.75,101.22,75.27,19.23,19.12,4.21,17.42,12.8729166666667,G2F,NASA
2019-07-25,DEH1,0,21.9727659574468,14.78,30,24.53,101.82,70.91,19,18.86,1.95,17.42,11.9727659574468,G2F,NASA
2019-07-26,DEH1,0,22.59125,14.06,31.61,24.48,102.33,64.78,17.85,17.7,1.39,17.42,12.59125,G2F,NASA
2019-07-27,DEH1,0.01,22.911914893617,15.17,31.67,25.95,102.29,65.55,18.26,18.11,1.88,17.42,12.911914893617,G2F,NASA
2019-07-28,DEH1,0,24.5208510638298,16.67,33.11,26.51,101.93,66.5,19.48,19.31,3.12,17.42,14.5208510638298,G2F,NASA
2019-07-29,DEH1,0.01,25.546170212766,18,34,25.72,101.59,69.01,20.74,20.56,3.36,17.42,15.546170212766,G2F,NASA
2019-07-30,DEH1,0.01,26.5812765957447,18.94,34.5,26.45,101.55,69.22,20.83,20.57,3.72,17.42,16.5812765957447,G2F,NASA
2019-07-31,DEH1,6.54,25.0247916666667,18.94,32.94,23.71,101.61,78.2,21.3,21.21,2.84,17.42,15.0247916666667,G2F,NASA
2019-08-01,DEH1,4.1,23.894347826087,18.89,33.5,25.37,101.74,74.7,20.8,20.68,1.79,16.96,13.894347826087,G2F,NASA
2019-08-02,DEH1,1.89,22.7870833333333,19.22,29,11.01,101.82,82.01,21.43,21.39,1.95,16.96,12.7870833333333,G2F,NASA
2019-08-03,DEH1,1.91,24.724375,18.5,32.56,23.78,101.5,76.7,21.32,21.23,1.64,16.96,14.724375,G2F,NASA
2019-08-04,DEH1,2.04,25.0008510638298,18.94,32.94,21.02,101.23,72.24,21.38,21.25,1.78,16.96,15.0008510638298,G2F,NASA
2019-08-05,DEH1,2.18,24.523125,19.67,32.89,17.18,101.31,76.04,21.43,21.32,1.35,16.96,14.523125,G2F,NASA
2019-08-06,DEH1,1.93,24.9531914893617,21.22,31.67,23.28,101.06,72.44,20.83,20.71,1.64,16.96,14.9531914893617,G2F,NASA
2019-08-07,DEH1,12.57,24.8239583333333,19.72,32.22,23.18,100.89,80.49,22.77,22.7,4.4,16.96,14.8239583333333,G2F,NASA
2019-08-08,DEH1,0.46,24.646170212766,17.94,32.33,24.76,100.73,70.39,20.36,20.17,2.36,16.96,14.646170212766,G2F,NASA
2019-08-09,DEH1,0.46,24.53125,19.44,31.94,23.63,100.77,67.62,19.89,19.69,2.17,16.96,14.53125,G2F,NASA
2019-08-10,DEH1,0.02,21.8702083333333,14.72,28.56,19.75,101.1,59.51,15.58,15.24,2.8,16.96,11.8702083333333,G2F,NASA
2019-08-11,DEH1,0,21.9123404255319,13.56,31.94,24.64,101.51,62.59,16.86,16.59,1.4,16.96,11.9123404255319,G2F,NASA
2019-08-12,DEH1,0,22.66,13,32.39,25.11,101.41,63.85,17.98,17.75,2.73,16.96,12.66,G2F,NASA
2019-08-13,DEH1,8.36,24.1317021276596,19.94,28.56,7.58,100.92,81.76,22.53,22.47,4.05,16.96,14.1317021276596,G2F,NASA
2019-08-14,DEH1,7.83,25.59375,21.22,32.44,20.3,100.83,87.84,23.34,23.34,1.38,16.96,15.59375,G2F,NASA
2019-08-15,DEH1,0.59,23.8214893617021,19.61,29.72,19.02,101.36,83.87,21.67,21.64,3.06,16.96,13.8214893617021,G2F,NASA
2019-08-16,DEH1,0.56,25.1397916666667,19.28,32.67,20.27,101.46,82.69,22.42,22.39,2.16,16.96,15.1397916666667,G2F,NASA
2019-08-17,DEH1,2.02,25.8002083333333,20.5,33.83,22.3,101.41,79.82,23.3,23.22,1.34,16.96,15.8002083333333,G2F,NASA
2019-08-18,DEH1,0.79,26.9823404255319,21.56,34.56,20.79,101.48,83.18,23.54,23.47,1.99,16.96,16.9823404255319,G2F,NASA
2019-08-19,DEH1,1.37,26.2010416666667,22.17,35.17,23.81,101.47,75.06,23.17,23.03,2.06,16.96,16.2010416666667,G2F,NASA
2019-08-20,DEH1,2.18,25.5508510638298,21.28,34.56,21.87,101.64,82.97,23.85,23.8,1.72,16.96,15.5508510638298,G2F,NASA
2019-08-21,DEH1,6.12,25.7002083333333,20.17,33.11,21.02,101.33,80.82,23.56,23.49,3.85,16.96,15.7002083333333,G2F,NASA
2019-08-22,DEH1,0.67,26.7410416666667,20.17,33.94,23.44,101.18,73.54,22.68,22.49,2.95,16.96,16.7410416666667,G2F,NASA
2019-08-23,DEH1,28.92,21.7514893617021,17.33,27.78,9.4,101.41,86.07,21.49,21.4,3.68,16.96,11.7514893617021,G2F,NASA
2019-08-24,DEH1,0.27,19.63125,13.67,26,18.58,101.92,69.35,16.27,16.11,4.41,16.96,9.63125,G2F,NASA
2019-08-25,DEH1,0.2,18.6204255319149,11.61,26.72,18.99,102.07,72,16.42,16.3,5.55,16.96,8.6204255319149,G2F,NASA
2019-08-26,DEH1,0.39,20.301875,15.5,24.22,14.88,101.93,77.66,17.47,17.41,5.15,16.96,10.301875,G2F,NASA
2019-08-27,DEH1,0.14,20.3841666666667,13.5,27.11,14.16,101.55,80.42,19.17,19.11,3.37,16.96,10.3841666666667,G2F,NASA
2019-08-28,DEH1,0.42,23.9570833333333,19.5,29.83,13.74,101.02,84.33,21.74,21.71,1.83,16.96,13.9570833333333,G2F,NASA
2019-08-29,DEH1,0.02,21.6242553191489,14.5,29.72,23.72,101.31,64.34,16.85,16.5,3.32,16.96,11.6242553191489,G2F,NASA
2019-08-30,DEH1,0,21.441914893617,12.67,31.72,22.78,101.72,67.32,17.66,17.38,2.95,16.96,11.441914893617,G2F,NASA
2019-08-31,DEH1,0.02,22.7436170212766,15.5,32.06,21.87,102.09,77.67,20.32,20.22,2.73,16.96,12.7436170212766,G2F,NASA
2019-09-01,DEH1,0.01,22.1804166666667,15.67,30.33,20.98,102.3,72.39,18.75,18.58,3.98,17.5,12.1804166666667,G2F,NASA
2019-09-02,DEH1,2.46,23.9706382978723,16.72,33.22,22.12,101.66,75.62,20.86,20.74,2.67,17.5,13.9706382978723,G2F,NASA
2019-09-03,DEH1,5.52,23.7202127659574,18,31.78,21.9,101.55,79.14,20.35,20.28,2.51,17.5,13.7202127659574,G2F,NASA
2019-09-04,DEH1,0.8,25.2722916666667,17.83,32.67,20.64,101.37,78.56,21.82,21.72,3.52,17.5,15.2722916666667,G2F,NASA
2019-09-05,DEH1,2.95,22.5563829787234,20.94,25.5,10.61,101.49,85.94,20.5,20.39,4.3,17.5,12.5563829787234,G2F,NASA
2019-09-06,DEH1,10.98,19.178125,16.39,21.17,3.16,100.79,89.93,18.94,18.82,7.29,17.5,9.178125,G2F,NASA
2019-09-07,DEH1,0,19.16125,11.78,27.94,22.36,101.02,68.74,15.62,15.48,3.09,17.5,9.16125,G2F,NASA
2019-09-08,DEH1,0.14,21.0255319148936,13.06,31,19.91,101.64,72.88,17.85,17.63,1.72,17.5,11.0255319148936,G2F,NASA
2019-09-09,DEH1,0.02,22.2010416666667,15.06,31.78,16.99,102.12,74.54,18.81,18.6,1.95,17.5,12.2010416666667,G2F,NASA
2019-09-10,DEH1,0.01,21.8202127659574,14.28,30.89,21.15,102.49,75.21,18.81,18.68,2.73,17.5,11.8202127659574,G2F,NASA
2019-09-11,DEH1,0.08,23.8283333333333,15.17,32.78,NA,102.1,75.84,20.38,20.29,3.45,17.5,13.8283333333333,G2F,NASA
2019-09-12,DEH1,0.84,NA,NA,NA,20.32,101.71,73.78,21.58,21.42,2.93,17.5,NA,G2F,NASA
2019-03-28,GAH1,0,19.284,11.2,29.3,24.09,101.42,65.47,6.83,6.54,1.64,17.6,9.284,G2F,G2F
2019-03-29,GAH1,0,16.38125,7.6,25.1,22.3,100.99,76.13,11.34,11.16,1.2,17.6,6.38125,G2F,G2F
2019-03-30,GAH1,0,18.8875,12.7,26.3,19.33,100.51,81.89,14.62,14.56,2.63,17.6,8.8875,G2F,G2F
2019-03-31,GAH1,0,15.30625,11.2,19.7,10.77,100.53,83.47,10.26,9.78,3.51,17.6,5.30625,G2F,G2F
2019-04-01,GAH1,2.3,11.8979166666667,8.9,15.7,13.42,100.89,70,5.84,5.63,3.38,20.09,1.8979166666667,G2F,G2F
2019-04-02,GAH1,0,12.1354166666667,8.6,17.8,19.06,100.82,74.45,8.38,8.33,1.74,20.09,2.1354166666667,G2F,G2F
2019-04-03,GAH1,0,14.2583333333333,5.8,23.1,24.31,101.39,67.01,8.56,8.48,1.21,20.09,4.2583333333333,G2F,G2F
2019-04-04,GAH1,0.5,17.7625,8.1,25.1,23.02,101.18,79.76,12.97,12.75,2.63,20.09,7.7625,G2F,G2F
2019-04-05,GAH1,0.5,19.4375,15.2,24.7,15,100.61,85.81,17.16,17.05,2.57,20.09,9.4375,G2F,G2F
2019-04-06,GAH1,0,20.7375,17.8,27.4,13.18,100.76,90.54,19.28,19.27,1.57,20.09,10.7375,G2F,G2F
2019-04-07,GAH1,1.3,22.4125,18.7,28.2,16.29,100.83,87.28,19.04,19,1.42,20.09,12.4125,G2F,G2F
2019-04-08,GAH1,8.1,22.21875,18.1,27.6,11.7,100.29,93.23,19.87,19.89,2.8,20.09,12.21875,G2F,G2F
2019-04-09,GAH1,0,20.9729166666667,18,27,15.58,99.61,84.98,18.64,18.64,2.43,20.09,10.9729166666667,G2F,G2F
2019-04-10,GAH1,0,21.74375,17,28.6,23.55,99.73,80.6,17.64,17.59,1.64,20.09,11.74375,G2F,G2F
2019-04-11,GAH1,0,22.1916666666667,16.2,29.3,21.34,100.08,82.43,18.59,18.53,3.09,20.09,12.1916666666667,G2F,G2F
2019-04-12,GAH1,0,23.8979166666667,20.1,29.6,18.42,100.34,81.18,18.81,18.78,1.9,20.09,13.8979166666667,G2F,G2F
2019-04-13,GAH1,7.9,23.1770833333333,15.4,30.8,18.86,100.27,85.66,19.02,18.97,1.82,20.09,13.1770833333333,G2F,G2F
2019-04-14,GAH1,0,22.3958333333333,19.2,24.3,5.64,99.67,90.9,19.7,19.41,5.55,20.09,12.3958333333333,G2F,G2F
2019-04-15,GAH1,0,15.4916666666667,10.3,21.1,27.21,100.62,67.51,7.73,7.62,3.64,20.09,5.4916666666667,G2F,G2F
2019-04-16,GAH1,0,16.6458333333333,7.4,26.7,27.03,101.03,65.49,9.75,9.52,1.94,20.09,6.6458333333333,G2F,G2F
2019-04-17,GAH1,0,20.0166666666667,12.8,28.2,23.36,100.71,79.04,14.74,14.66,1.66,20.09,10.0166666666667,G2F,G2F
2019-04-18,GAH1,12.7,22.8354166666667,17.4,28.9,21.46,100.13,78.9,17.15,17.09,3.18,20.09,12.8354166666667,G2F,G2F
2019-04-19,GAH1,0,20.675,13.3,24.3,14.49,99.24,84.67,15.46,14.83,5.84,20.09,10.675,G2F,G2F
2019-04-20,GAH1,0,14.11875,9.1,20.2,24.16,99.98,71.18,7.97,7.93,3.9,20.09,4.11875,G2F,G2F
2019-04-21,GAH1,0,16.5520833333333,9.1,23.9,27.6,100.74,62.53,8.12,8.03,2.26,20.09,6.5520833333333,G2F,G2F
2019-04-22,GAH1,0,18.1645833333333,8.4,28.3,27.61,100.92,55.68,9.91,9.8,1.11,20.09,8.1645833333333,G2F,G2F
2019-04-23,GAH1,0,20.8145833333333,11.2,30.7,24.96,100.68,65,13.95,13.65,1.47,20.09,10.8145833333333,G2F,G2F
2019-04-24,GAH1,0,21.8479166666667,15.2,29.6,21.11,100.42,75.78,15.45,15.39,2.02,20.09,11.8479166666667,G2F,G2F
2019-04-25,GAH1,1.3,20.9354166666667,13.2,27.8,15.54,100.16,80.47,16.19,16.08,2.36,20.09,10.9354166666667,G2F,G2F
2019-04-26,GAH1,0,19.54375,13.4,26.2,18.89,99.97,76.14,15.48,15.19,3.79,20.09,9.54375,G2F,G2F
2019-04-27,GAH1,0,18.6625,8.8,28.6,28.38,100.46,62.33,10.14,10.02,1.88,20.09,8.6625,G2F,G2F
2019-04-28,GAH1,5.8,20.2708333333333,10,30.2,27.63,100.59,64.51,12.15,11.99,1.36,20.09,10.2708333333333,G2F,G2F
2019-04-29,GAH1,0,22.9979166666667,13,31.8,27,100.93,61.86,14.84,14.58,1.55,20.09,12.9979166666667,G2F,G2F
2019-04-30,GAH1,0,24.4333333333333,15.9,31.7,26.79,101.05,73.25,17.75,17.62,1.97,20.09,14.4333333333333,G2F,G2F
2019-05-01,GAH1,0,25.5104166666667,20.3,31.9,24.38,101.04,72.81,18.92,18.81,2.11,20.66,15.5104166666667,G2F,G2F
2019-05-02,GAH1,0,24.1020833333333,17.9,30.2,16.08,100.82,80.05,19.02,18.96,1.67,20.66,14.1020833333333,G2F,G2F
2019-05-03,GAH1,1.8,24.4708333333333,20.2,30.6,14.99,100.33,79.2,19.85,19.8,1,20.66,14.4708333333333,G2F,G2F
2019-05-04,GAH1,0.3,25.4020833333333,20.9,32.4,21.52,100.01,80.99,20.46,20.42,3.05,20.66,15.4020833333333,G2F,G2F
2019-05-05,GAH1,0,24.0291666666667,20.4,29.6,18.76,99.8,80.33,19.91,19.86,3.36,20.66,14.0291666666667,G2F,G2F
2019-05-06,GAH1,7.4,23.0229166666667,16.8,30.2,27.97,100.36,63.25,15.18,15.04,1.74,20.66,13.0229166666667,G2F,G2F
2019-05-07,GAH1,0.5,23.65,14.2,32.6,27.5,100.61,55.65,14.58,14.44,0.9,20.66,13.65,G2F,G2F
2019-05-08,GAH1,2,25.36875,20,31,24.01,100.53,67.05,18.07,17.95,2.67,20.66,15.36875,G2F,G2F
2019-05-09,GAH1,0.5,25.1270833333333,18.7,32.1,25.97,100.45,68.62,18.74,18.56,2.12,20.66,15.1270833333333,G2F,G2F
2019-05-10,GAH1,22.6,23.9604166666667,20.5,31.5,20.87,100.45,80.55,20.79,20.75,1.35,20.66,13.9604166666667,G2F,G2F
2019-05-11,GAH1,2.8,23.225,19.7,30.9,21.01,100.22,84.26,20.88,20.84,2.38,20.66,13.225,G2F,G2F
2019-05-12,GAH1,0.3,22.2416666666667,19.8,27.2,7.62,99.79,90.31,21.45,21.47,3.58,20.66,12.2416666666667,G2F,G2F
2019-05-13,GAH1,0,23.16875,18.6,27.4,17.4,99.92,75.66,17.59,17.37,2.65,20.66,13.16875,G2F,G2F
2019-05-14,GAH1,0,19.65625,12.7,26.2,28.64,100.31,65.09,12.05,11.96,2.17,20.66,9.65625,G2F,G2F
2019-05-15,GAH1,0,20.51875,12.1,28.8,28.61,100.43,60.85,12.26,12.16,1.12,20.66,10.51875,G2F,G2F
2019-05-16,GAH1,7.1,22.575,14.4,30.6,27.14,100.45,64.74,16.35,16.08,1.19,20.66,12.575,G2F,G2F
2019-05-17,GAH1,0,24.9833333333333,18.3,32.4,25.27,100.38,68.83,18.87,18.74,1.85,20.66,14.9833333333333,G2F,G2F
2019-05-18,GAH1,0,25.85625,19.4,33.4,25.89,100.41,63.26,18.85,18.71,1.2,20.66,15.85625,G2F,G2F
2019-05-19,GAH1,0,26.3208333333333,20.6,33.4,27,100.41,59.42,17.71,17.55,1.43,20.66,16.3208333333333,G2F,G2F
2019-05-20,GAH1,0,25.8625,17.9,34,26.73,100.4,61.54,18.26,18.13,1.72,20.66,15.8625,G2F,G2F
2019-05-21,GAH1,0,27.0645833333333,19.1,35.2,25.39,100.21,55.23,18.07,17.95,1.17,20.66,17.0645833333333,G2F,G2F
2019-05-22,GAH1,0,28.1583333333333,20.1,35.7,24.1,100.64,53.33,17.88,17.72,1.35,20.66,18.1583333333333,G2F,G2F
2019-05-23,GAH1,9.4,27.9708333333333,19.8,34.7,26.66,100.96,57.42,18.47,18.33,1.96,20.66,17.9708333333333,G2F,G2F
2019-05-24,GAH1,0,26.4666666666667,18.4,34.4,28.68,100.83,50.3,16.54,16.43,1.01,20.66,16.4666666666667,G2F,G2F
2019-05-25,GAH1,0,28.01875,19.8,37.1,27.5,100.76,46.93,17.41,17.32,0.68,20.66,18.01875,G2F,G2F
2019-05-26,GAH1,0,29.78125,21.6,38.2,26.24,100.69,49.47,19.08,18.95,0.8,20.66,19.78125,G2F,G2F
2019-05-27,GAH1,0,29.66875,23.6,36.7,25.09,100.4,52.59,19.64,19.51,1.74,20.66,19.66875,G2F,G2F
2019-05-28,GAH1,0,29.225,22.7,36.8,27.32,100.19,50.76,18.39,18.24,2.12,20.66,19.225,G2F,G2F
2019-05-29,GAH1,0,29.51875,22,37.7,25.32,100.12,48.88,18.33,18.22,1.8,20.66,19.51875,G2F,G2F
2019-05-30,GAH1,10.9,28.7270833333333,20.9,35.6,27.31,100.12,49.53,17.85,17.62,3.05,20.66,18.7270833333333,G2F,G2F
2019-05-31,GAH1,0,28.5125,23.1,33.9,23.22,100.07,61.45,20.33,20.13,2.9,20.66,18.5125,G2F,G2F
2019-06-01,GAH1,0,28.575,20.7,35,27.72,99.97,45.26,15.63,15.49,2.03,17.53,18.575,G2F,G2F
2019-06-02,GAH1,0,27.41875,20.2,34.8,28.16,99.97,46.19,15.68,15.55,2.04,17.53,17.41875,G2F,G2F
2019-06-03,GAH1,0,27.60625,19.1,36.3,25.88,100.17,47.56,17.41,17.26,1.75,17.53,17.60625,G2F,G2F
2019-06-04,GAH1,0.3,29.6895833333333,21.6,38.5,27.35,100.37,40.1,14.87,14.67,1.3,17.53,19.6895833333333,G2F,G2F
2019-06-05,GAH1,0.3,28.5041666666667,23.2,36.7,18.2,100.3,62.21,20.96,20.75,1.97,17.53,18.5041666666667,G2F,G2F
2019-06-06,GAH1,4.6,25.8413043478261,23.4,29.7,9.42,100.05,76.34,21.55,21.46,2.01,17.53,15.8413043478261,G2F,G2F
2019-06-07,GAH1,1.8,26.49375,23.4,32.2,19.25,99.72,77.62,22.37,22.29,3.28,17.53,16.49375,G2F,G2F
2019-06-08,GAH1,5.1,26.2958333333333,22.1,31.2,19.51,99.75,85.21,23.38,23.37,3.43,17.53,16.2958333333333,G2F,G2F
2019-06-09,GAH1,12.4,23.4020833333333,21.7,25.7,5.1,99.97,88.4,23.61,23.63,3.05,17.53,13.4020833333333,G2F,G2F
2019-06-10,GAH1,3.3,25.31875,22.5,31.4,18.25,100.16,83.2,22.57,22.53,1.18,17.53,15.31875,G2F,G2F
2019-06-11,GAH1,19.8,25.41875,21.2,31.9,23.33,100.21,77.19,22.12,22.05,1.74,17.53,15.41875,G2F,G2F
2019-06-12,GAH1,0.3,24.0145833333333,19.8,29.1,8.86,100.04,80.97,21.96,21.91,1.09,17.53,14.0145833333333,G2F,G2F
2019-06-13,GAH1,0,24.1916666666667,19.9,28.7,19.94,100.32,61.38,16.78,16.5,2.55,17.53,14.1916666666667,G2F,G2F
2019-06-14,GAH1,0,23.7125,16.3,31,29.24,100.77,52.64,13.79,13.64,2,17.53,13.7125,G2F,G2F
2019-06-15,GAH1,0,25.7333333333333,18.4,33.1,25.78,100.71,58.41,17.22,17.06,1.77,17.53,15.7333333333333,G2F,G2F
2019-06-16,GAH1,0,27.9166666666667,20.7,35.6,24.02,100.48,67.7,20.94,20.8,1.32,17.53,17.9166666666667,G2F,G2F
2019-06-17,GAH1,0.3,27.4695652173913,20.9,34.4,25.43,100.45,68.19,21.26,21.13,1.97,17.53,17.4695652173913,G2F,G2F
2019-06-18,GAH1,0.3,26.2645833333333,21.3,33.6,22.13,100.3,76.26,22.09,22.01,1.74,17.53,16.2645833333333,G2F,G2F
2019-06-19,GAH1,18,27.1166666666667,22.6,34,18.75,100,74.15,22.41,22.3,3.13,17.53,17.1166666666667,G2F,G2F
2019-06-20,GAH1,0,27.7416666666667,22.2,35.2,25.1,99.99,70.54,22.85,22.69,4.13,17.53,17.7416666666667,G2F,G2F
2019-06-21,GAH1,1.8,28.4125,22.3,34.8,24.85,100.36,72.52,23.77,23.64,2.7,17.53,18.4125,G2F,G2F
2019-06-22,GAH1,0.8,28.8791666666667,21.3,34.8,23.47,100.6,75.62,22.96,22.87,2.63,17.53,18.8791666666667,G2F,G2F
2019-06-23,GAH1,0,26.7375,21.2,33.9,25.68,100.52,67.96,21.55,21.42,1.95,17.53,16.7375,G2F,G2F
2019-06-24,GAH1,0,27.8145833333333,21.5,35.3,27.64,100.31,63.62,21.14,20.99,3.34,17.53,17.8145833333333,G2F,G2F
2019-06-25,GAH1,0,28.5791666666667,23.2,34.6,25.69,100.5,66.73,21.65,21.47,2.43,17.53,18.5791666666667,G2F,G2F
2019-06-26,GAH1,0,27.9729166666667,22.3,35,24.92,100.79,57.37,19.05,18.88,2.32,17.53,17.9729166666667,G2F,G2F
2019-06-27,GAH1,8.4,27.7729166666667,20.7,35.2,26.6,100.79,54.58,17.8,17.58,2.03,17.53,17.7729166666667,G2F,G2F
2019-06-28,GAH1,0.5,26.5354166666667,20.9,34.4,23.62,100.79,62.85,20,19.83,2.41,17.53,16.5354166666667,G2F,G2F
2019-06-29,GAH1,0,26.2020833333333,22.3,32.8,21.3,100.74,78.78,22.09,22.03,1.83,17.53,16.2020833333333,G2F,G2F
2019-06-30,GAH1,0,26.3145833333333,21.2,33,24.57,100.51,65.59,20.78,20.63,1.16,17.53,16.3145833333333,G2F,G2F
2019-07-01,GAH1,0,28.4145833333333,23.1,34.9,26.22,100.36,58.28,20.77,20.62,2.07,18.25,18.4145833333333,G2F,G2F
2019-07-02,GAH1,6.4,30.18125,24.1,37.2,26.18,100.24,56.73,21.12,20.96,1.79,18.25,20,G2F,G2F
2019-07-03,GAH1,0,29.0916666666667,24.4,36.3,22.5,100.21,65.02,22.17,22,1.37,18.25,19.0916666666667,G2F,G2F
2019-07-04,GAH1,0,28.9979166666667,23.6,36.3,22.56,100.33,59.57,21.42,21.24,0.9,18.25,18.9979166666667,G2F,G2F
2019-07-05,GAH1,1.3,28.6083333333333,22.5,36.1,25.12,100.57,68.92,22.51,22.33,1.43,18.25,18.6083333333333,G2F,G2F
